id,college,state,district
27547,"Mahatma Jyoti Rao Phoole Women's B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27548,"Mahaveer Law College, Jaipur   ",Rajasthan,Jaipur
27549,"Maheshwari College of Commerce & Arts, Jaipur   ",Rajasthan,Jaipur
27550,Mahila Mahav ,Rajasthan,Dausa
27551,Mahrishi Parashuram Mahila Mahav ,Rajasthan,Alwar
27552,"M A J Govt. College, Bharatpur   ",Rajasthan,Bharatpur
27553,"MAJ Govt. College, Bharatpur   ",Rajasthan,Bharatpur
27554,"Malsisar Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27555,"Malviya COllege for Girls, Jaipur   ",Rajasthan,Jaipur
27556,Manavata Mahila Mahav ,Rajasthan,Jaipur
27557,Manav P G Mahav ,Rajasthan,Jaipur
27558,"Mandawa College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27559,"Mandiya College, Sikar   ",Rajasthan,Sikar
27560,"Mandiya TT College, Sikar   ",Rajasthan,Sikar
27561,"Manindra Mahila Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27562,"Manoharpur Co Ed. College, Jaipur   ",Rajasthan,Jaipur
27563,"Manu Oxfordt TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27564,"Marigold B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27565,"Marudhara Shikshak Prashikshan Mahavi., Sikar   ",Rajasthan,Sikar
27566,Marudhar Mahav ,Rajasthan,Jaipur
27567,"Maruti Nandan TT College, Bharatpur   ",Rajasthan,Bharatpur
27568,"Master Balvir SIngh College, Bharatpur   ",Rajasthan,Bharatpur
27569,"Mastsya College, Alwar   ",Rajasthan,Alwar
27570,"Mastya College, Dausa   ",Rajasthan,Dausa
27571,"Mata Keshri Devi Kanya PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27572,"Mata Keshri Devi TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27573,"Mayur College, Jaipur   ",Rajasthan,Jaipur
27574,"MD College, Dausa   ",Rajasthan,Dausa
27575,"Meera Keshav Mahila B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27576,Meera Mahila Mahav ,Rajasthan,Jaipur
27577,"Mehta College & Institute of Technology, Jaipur   ",Rajasthan,Jaipur
27578,"Mehta TT College, Jaipur   ",Rajasthan,Jaipur
27579,"Mira Girls College, Jaipur   ",Rajasthan,Jaipur
27580,"MKB Mahila B.Ed. Mahavi., Jaipur   ",Rajasthan,Jaipur
27581,"M K Saboo PG College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27582,"Modern Edu. Society Women TT College, Jaipur   ",Rajasthan,Jaipur
27583,"Modern Mahila B.Ed. College, Alwar   ",Rajasthan,Alwar
27584,"Modern TT CDollege, Jhunjhunun   ",Rajasthan,Jhunjhunun
27585,"Modi School Of Advance Studies, Jaipur   ",Rajasthan,Jaipur
27586,"Mohari Devi Madhav Mahavi., Sikar   ",Rajasthan,Sikar
27587,"Mohini Devi Goenka Girls B.Ed. College, Sikar   ",Rajasthan,Sikar
27588,"Mohini Devi Goenka Mahila Mahavi., Sikar   ",Rajasthan,Sikar
27589,"Monika Virmani TT College, Alwar   ",Rajasthan,Alwar
27590,MOTHER TERESA COLLEGE FOR GIRLS   ,Rajasthan,Jaipur
27591,"Mother Teresa Mahila B.Ed. College, Bharatpur   ",Rajasthan,Bharatpur
27592,"Mrs. Helena Kaushik Women's Edu. College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27593,"Mrs. Kelena Kaushik Mahila PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27594,"MSJ College, Bharatpur   ",Rajasthan,Bharatpur
27595,"M S J Govt. College, Bharatpur   ",Rajasthan,Bharatpur
27596,"Murit Devi College, Alwar   ",Rajasthan,Alwar
27597,Muslim Balika Mahav ,Rajasthan,Jaipur
27598,Nanu Ram Choudhary Memorial Mahila Mahav ,Rajasthan,Jaipur
27599,"Naresh Kanya PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27600,"Naresh Shikshak Prashikshan Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27601,"National College for Girls, Alwar   ",Rajasthan,Alwar
27602,"National College for Research & Tech. , Jaipur   ",Rajasthan,Jaipur
27603,"National TT College for Girls, Alwar   ",Rajasthan,Alwar
27604,"Nav Bharti TT College, Jaipur   ",Rajasthan,Jaipur
27605,"Naveen Bharti B.Ed. College, Sikar   ",Rajasthan,Sikar
27606,"Nav Jeevan Balika Mahavi., Sikar   ",Rajasthan,Sikar
27607,"Navjyoti Shikshak Prashikshan Mahavi., Sikar   ",Rajasthan,Sikar
27608,"Navodaya Mahila TT College, Jaipur   ",Rajasthan,Jaipur
27609,"Navrang Shikshak Prashikshan Mahavi., Jaipur   ",Rajasthan,Jaipur
27610,"Neelam TT College, Alwar   ",Rajasthan,Alwar
27611,"Neelkanth TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27612,"Nehru College, Dausa   ",Rajasthan,Dausa
27613,"Netaji Subhash Chandra Boss College, Alwar   ",Rajasthan,Alwar
27614,"New Adarsh College, Jaipur   ",Rajasthan,Jaipur
27615,"New Adarsh Mahila TT College, Jaipur   ",Rajasthan,Jaipur
27616,"New Indian Mahila Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27617,"New Indian TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27618,"New Rajasthan Balika PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27619,"New Rajasthan PG College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27620,"New Rajasthan TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27621,"New Rajasthan Women TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27622,"N K Girls College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27623,"N K Shikshak Prashikshan Mahavi., Jaipur   ",Rajasthan,Jaipur
27624,Nobles Mahila Mahav ,Rajasthan,Alwar
27625,"Nobles PG College, Alwar   ",Rajasthan,Alwar
27626,"Norang Ram Dayanand Dhukia TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27627,"Northern Inst. of Learing & Mgt., Alwar   ",Rajasthan,Alwar
27628,"Om Shiv Mahila TT College, Dausa   ",Rajasthan,Dausa
27629,"Pandit Parshadi Lal  Kaka ji) College, Bharatpur   ",Rajasthan,Bharatpur
27630,"Parishkar College of Global Excellence, Jaipur   ",Rajasthan,Jaipur
27631,"Parishkar Inst. of Edu., Jaipur   ",Rajasthan,Jaipur
27632,"Parshuram Shikshak Prashikshan Mahavi., Bharatpur   ",Rajasthan,Bharatpur
27633,"Pinkcity Girls College, Jaipur   ",Rajasthan,Jaipur
27634,"Poddar College of Tech. & Management, Bharatpur   ",Rajasthan,Bharatpur
27635,"Poddar International College, Jaipur   ",Rajasthan,Jaipur
27636,Poddar Mahav ,Rajasthan,Alwar
27637,"Poddar Mgt. Tranning Institute, Jaipur   ",Rajasthan,Jaipur
27638,"Poddar Shikshan Sansthan, Alwar   ",Rajasthan,Alwar
27639,"Poonam Balika Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27640,"Prabha Mahavi., Sikar   ",Rajasthan,Sikar
27641,"Prabhu IT & Mgt. COllege, Alwar   ",Rajasthan,Alwar
27642,Pragya Mahila Mahav ,Rajasthan,Alwar
27643,Prakash Mahila Mahav ,Rajasthan,Jaipur
27644,"Prakash Shikshak Prashikshan Mahavi., Dhaulpur   ",Rajasthan,Dhaulpur
27645,"Prasasvi TT College, Dausa   ",Rajasthan,Dausa
27646,Pratap Mahav ,Rajasthan,Jaipur
27647,"Pratibha Mahila Shikshak Prashikshan Mahavi., Jaipur   ",Rajasthan,Jaipur
27648,"Prince Academy of Higher Edu. Girls College, Sikar   ",Rajasthan,Sikar
27649,"Prince Academy of Higher Edu. Shikshan Prashikshan Mahvi., Sikar   ",Rajasthan,Sikar
27650,"Prince Shikshak Prashikshan Mahavi., Sikar   ",Rajasthan,Sikar
27651,"Princess B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27652,"Priya TT College, Sikar   ",Rajasthan,Sikar
27653,"Pt. Badri Prasad TT College, Dausa   ",Rajasthan,Dausa
27654,"Pt. Deen Dayal Upadhyaya Smiti Mahila TT College, Dausa   ",Rajasthan,Dausa
27655,Pt. Uma Dutt Kanya PG Mahav ,Rajasthan,Dhaulpur
27656,"Raath Mahila PG College, Alwar   ",Rajasthan,Alwar
27657,Radharani Kanya Mahav ,Rajasthan,Bharatpur
27658,"Radha Saravershawari College, Bharatpur   ",Rajasthan,Bharatpur
27659,"Radha Swami PG College, Bharatpur   ",Rajasthan,Bharatpur
27660,"Raghukul B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27661,"Rajasthan Balika Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27662,"Rajasthan B.Ed. College, Dausa   ",Rajasthan,Dausa
27663,"Rajasthan College Co - Edu., Jaipur   ",Rajasthan,Jaipur
27664,"Rajasthan College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27665,"Rajasthan College., Jhunjhunun   ",Rajasthan,Jhunjhunun
27666,"Rajasthan College of Edu., Alwar   ",Rajasthan,Alwar
27667,"Rajasthan Law College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27668,"Rajasthan Law College, Sikar   ",Rajasthan,Sikar
27669,Rajasthan Mahila Mahav ,Rajasthan,Alwar
27670,Rajasthan Mahila Mahav ,Rajasthan,Jaipur
27671,Rajasthan Sangeet Sansthan Govt. Poddar Sen. SEc. V ,Rajasthan,Jaipur
27672,"Rajasthan School of Art, Jaipur   ",Rajasthan,Jaipur
27673,"Rajasthan Shikshak Prashikshan Mahavi., Alwar   ",Rajasthan,Alwar
27674,"Rajasthan Shikshak Prashikshan Mahavi, Jhunjhunun   ",Rajasthan,Jhunjhunun
27675,"Rajasthan Shikshak Prashikshan Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27676,Rajasthan Shikshak Prashikshan V ,Rajasthan,Jaipur
27677,"Rajasthan Shiksha Mahaiv, Jaipur   ",Rajasthan,Jaipur
27678,Rajasthan Swayat Shasan Mahav ,Rajasthan,Jaipur
27679,"Rajasthan TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27680,"Rajasthan TT College., Jhunjhunun   ",Rajasthan,Jhunjhunun
27681,"Rajasthan TT College, Sikar   ",Rajasthan,Sikar
27682,"Rajdhani Law College, Jaipur   ",Rajasthan,Jaipur
27683,"Rajesh Pilot College, Bharatpur   ",Rajasthan,Bharatpur
27684,"Rajesh Pilot Govt. PG College, Lalsot   ",Rajasthan,Dausa
27685,rajeshwer Mahav ,Rajasthan,Alwar
27686,Raj Kumar Mahav ,Rajasthan,Dhaulpur
27687,"Rajputana P G College, Jaipur   ",Rajasthan,Jaipur
27688,"Raj Rani Co-Education College, Alwar   ",Rajasthan,Alwar
27689,"Raj Shikshak Prashikshan Mahila Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27690,"Raj Shree Mahila TT College, Jaipur   ",Rajasthan,Jaipur
27691,"Rakesh PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27692,"Rakesh Shikshak Prashikshan Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27693,"Rama Devi Mahila Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27694,"Rama Devi Mahila TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27695,"Rama Krishna Women's TT College, Jaipur   ",Rajasthan,Jaipur
27696,Ramanand V ,Rajasthan,Alwar
27697,"Ramanujan College of Edu., Alwar   ",Rajasthan,Alwar
27698,"Ram Chandra Goenka Degree College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27699,"Ramkishan Jugal Kishor Barasia PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27700,"Ram Krishan Colege of Edu., Jaipur   ",Rajasthan,Jaipur
27701,"Ramprasad Bohara B.Ed. College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27702,"Ram Swaroop Agarwal TT College, Dausa   ",Rajasthan,Dausa
27703,"Rao B.Ed. College, Alwar   ",Rajasthan,Alwar
27704,"Rao Sohan Lal College, Alwar   ",Rajasthan,Alwar
27705,"Rao Umrao Singh TT College, Alwar   ",Rajasthan,Alwar
27706,Ratan Deep Mahila Mahav ,Rajasthan,Alwar
27707,"Ratan Devi College, Jaipur   ",Rajasthan,Jaipur
27708,"Ravindra Academy PG Girls College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27709,"Ravindreapal Singh Parmar, Bharatpur   ",Rajasthan,Bharatpur
27710,"Rawat Mahila B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27711,Rawat Mahila Mahav ,Rajasthan,Jaipur
27712,"Regional Girls College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27713,"Rekha Shikshak Prashikshan Mahavi., Jaipur   ",Rajasthan,Jaipur
27714,"R G Mishra B.Ed. College, Alwar   ",Rajasthan,Alwar
27715,"Rishi Galav TT College, Dhaulpur   ",Rajasthan,Dhaulpur
27716,R K Vigyan P G Mahav ,Rajasthan,Jaipur
27717,"R L Saharia Govt. College, Jaipur   ",Rajasthan,Jaipur
27718,"RNT College of Mgt. Sc., Dhaulpur   ",Rajasthan,Dhaulpur
27719,"Rose TT College, Jaipur   ",Rajasthan,Jaipur
27720,"R P Dular Balika Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27721,"R.R. College, Alwar   ",Rajasthan,Alwar
27722,"Ryan College of Education & Technology Center, Jaipur   ",Rajasthan,Jaipur
27723,"Sadguru Institute of Professional Education, Jaipur   ",Rajasthan,Jaipur
27724,"Sagar College, Jaipur   ",Rajasthan,Jaipur
27725,Saini Adarsh PG Mahav ,Rajasthan,Dausa
27726,"SAINT SOLDIER COLLEGE FOR GIRLS, JAIPUR   ",Rajasthan,Jaipur
27727,"Saint Zaviour Mahavi., Sikar   ",Rajasthan,Sikar
27728,"Salasar Balaji B.Ed. College, Sikar   ",Rajasthan,Sikar
27729,"Sambal College of Edu., Sikar   ",Rajasthan,Sikar
27730,"Sampat College of Edu., Sikar   ",Rajasthan,Sikar
27731,"Sand Dunes B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27732,"Sanjay TT College, Jaipur   ",Rajasthan,Jaipur
27733,"Sanjeevan TT College, Dausa   ",Rajasthan,Dausa
27734,"Sanskar Balika Mahavi., Sikar   ",Rajasthan,Sikar
27735,"Sanskar Bharti Mahila TT College, Jaipur   ",Rajasthan,Jaipur
27736,"Sanskar Bharti P G COllege, Jaipur   ",Rajasthan,Jaipur
27737,"Sanskar College, Jaipur   ",Rajasthan,Jaipur
27738,"Sanskar College of Edu., Alwar   ",Rajasthan,Alwar
27739,Sanskar Mahav ,Rajasthan,Bharatpur
27740,Sanskar Mahila Mahav ,Rajasthan,Jaipur
27741,Sant Bhagawat ,Rajasthan,Alwar
27742,"Sant Jayacharya Mahila College, Jaipur   ",Rajasthan,Jaipur
27743,"Sant Jogendra TT College, Jaipur   ",Rajasthan,Jaipur
27744,Sant Kabir P G Mahav ,Rajasthan,Jaipur
27745,"Sant Kabir TT College, Jaipur   ",Rajasthan,Jaipur
27746,Sarasawti V ,Rajasthan,Jhunjhunun
27747,"Saraswati B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27748,"Saraswati College of Teacher's Traning, Dausa   ",Rajasthan,Dausa
27749,"Saraswati Girls College, Bharatpur   ",Rajasthan,Bharatpur
27750,Saraswati Mahav ,Rajasthan,Dausa
27751,"Saraswati PG College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27752,"Saraswati Shikshak Prashikshan Mahavi., Sikar   ",Rajasthan,Sikar
27753,"Saraswati TT College, Alwar   ",Rajasthan,Alwar
27754,"Saraswati TT College, Sikar   ",Rajasthan,Sikar
27755,"Saraswati TT College., Sikar   ",Rajasthan,Sikar
27756,Saraswati V ,Rajasthan,Jhunjhunun
27757,"Sardar Patel B.Ed. College, Sikar   ",Rajasthan,Sikar
27758,"Sardar Patel College, Sikar   ",Rajasthan,Sikar
27759,"Sardar Patel Shikshak Prashikshan Mahavi., Sikar   ",Rajasthan,Sikar
27760,"Sarita Mahila Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27761,Sashastra Bahu Arjun Mahila Mahav ,Rajasthan,Alwar
27762,"Satguru Shikshan Sansthan Mahila Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27763,"Savitri Bai Phoole Mahila Mahavi., Sikar   ",Rajasthan,Sikar
27764,Savitri Bai Phule Mahav ,Rajasthan,Jaipur
27765,"Savitri Bai Phule Mahila Shikshak Prashikahn Mahavi., Sikar   ",Rajasthan,Sikar
27766,"Savitri Bai Phule Shikshak Prashikshan Mahila Mahavi., Jaipur   ",Rajasthan,Jaipur
27767,"Savitri Girls College, Jaipur   ",Rajasthan,Jaipur
27768,"S B N Mahavi., Sikar   ",Rajasthan,Sikar
27769,"SBS Memorial TT College, Sikar   ",Rajasthan,Sikar
27770,"Seth Gangadhar Shiv Bhagwan Patwari College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27771,"Seth G B Podar PG College, Nawalgarh   ",Rajasthan,Jhunjhunun
27772,"Seth GR Chamria PG College, Sikar   ",Rajasthan,Sikar
27773,Seth Gyaniram Bans ,Rajasthan,Jhunjhunun
27774,"Seth Moti Lal Law College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27775,"Seth Motilal PG College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27776,"Seth Motilal TT Edu. College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27777,"Seth N.M.T. Govt. Girls College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27778,"Seth Prahlad Rai Inst. of Edu., Alwar   ",Rajasthan,Alwar
27779,"Seth Raj Narayan Gupta Mahila Law College, Alwar   ",Rajasthan,Alwar
27780,"Seth Ram Kishan Dhanuka Kanya Mavi., Sikar   ",Rajasthan,Sikar
27781,"Seth R.N. Ruia Govt. College, Sikar   ",Rajasthan,Sikar
27782,Seva Mahila Mahav ,Rajasthan,Jaipur
27783,"Seva Shikshak Prashikahan Mahavi., Jaipur   ",Rajasthan,Jaipur
27784,"Shadi Lal Kataria Memorial Women's TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27785,Sh. Agrasen Kanya Mashv ,Rajasthan,Bharatpur
27786,"Shaheed Bhagat Singh College, Alwar   ",Rajasthan,Alwar
27787,"Shaheed Bhagat Singh Law College, Jaipur   ",Rajasthan,Jaipur
27788,"Shaheed Bhagat SIngh Law College, Sikar   ",Rajasthan,Sikar
27789,"Shaheed Bhagat Singh Mahila b.Ed. College, Jaipur   ",Rajasthan,Jaipur
27790,"Shahjahanpur College, Alwar   ",Rajasthan,Alwar
27791,"Shankara Inst. of B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27792,Shankara Mahav ,Rajasthan,Jaipur
27793,"Shanti Niketan Shikshak Prashikshan Mahavi., Alwar   ",Rajasthan,Alwar
27794,"Sharbati Devi Shikshak Prashikshan Mahavi., Alwar   ",Rajasthan,Alwar
27795,"Sharda Sadan College of Edu., Sikar   ",Rajasthan,Sikar
27796,"Sharda TT College, Jaipur   ",Rajasthan,Jaipur
27797,"Sharma Modern Mahila TT College, Alwar   ",Rajasthan,Alwar
27798,"Sharwani Jhajharia Inst. of Edu., Jhunjhunun   ",Rajasthan,Jhunjhunun
27799,"Shashi College, Jaipur   ",Rajasthan,Jaipur
27800,"Shaurya Edu. Inst., Bhartpur   ",Rajasthan,Bharatpur
27801,Shefali Mahav ,Rajasthan,Alwar
27802,"Shekhawati B.Ed. College, Sikar   ",Rajasthan,Sikar
27803,"Shekhawati College for Edu., Sikar   ",Rajasthan,Sikar
27804,"Shekhawati College of Commerce & Sci., Jhunjhunun   ",Rajasthan,Jhunjhunun
27805,"Shekhawati Gramin Mahavi., Sikar   ",Rajasthan,Sikar
27806,"Shekhawati KanyaMahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27807,"Shekhawati Mahila Shikshak Prashikshan Mahavi., Sikar   ",Rajasthan,Sikar
27808,"Shekhawati PG College, Sikar   ",Rajasthan,Sikar
27809,"Shekhawati PG Mahavi., Sikar   ",Rajasthan,Sikar
27810,"Shekhawati TT College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27811,"Shekhawati TT College., Jhunjhunun   ",Rajasthan,Jhunjhunun
27812,"Shekhawati TT Inst., Sikar   ",Rajasthan,Sikar
27813,"Shikshak Prashikshan Mahavi., Alwar   ",Rajasthan,Alwar
27814,"Shikshak Prashikshan Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27815,"Shivalika College for Higher Edu., Jaipur   ",Rajasthan,Jaipur
27816,Shiv Mahav ,Rajasthan,Alwar
27817,"Shiv Saaraswati Mahila TT College, Jaipur   ",Rajasthan,Jaipur
27818,Sh. Rangay Raghav Mahila Mahav ,Rajasthan,Bharatpur
27819,Shree Agrasen Mahila Snatakottar Mahav ,Rajasthan,Bharatpur
27820,"Shree Agrasen Shikshak Prashikshan Mahila Mahavi., Bharatpur   ",Rajasthan,Bharatpur
27821,"Shree Bankey Bihari PG Girls College, Bharatpur   ",Rajasthan,Bharatpur
27822,Shree Damodar Lal Vyas Kanya Mahav ,Rajasthan,Bharatpur
27823,"Shree Karni College, Jaipur   ",Rajasthan,Jaipur
27824,"Shree Kesha Balaji TT College, Sikar   ",Rajasthan,Sikar
27825,Shree Radhey PG Mahav ,Rajasthan,Bharatpur
27826,"Shree Ram College, Jaipur   ",Rajasthan,Jaipur
27827,"Shree Ram TT Coolege, Sikar   ",Rajasthan,Sikar
27828,"Shree Shyam TT College, Alwar   ",Rajasthan,Alwar
27829,Shree Veer Balika PG Mahav ,Rajasthan,Jaipur
27830,"Shreeyani College, Alwar   ",Rajasthan,Alwar
27831,"Shri Adarsh Mahila b.Ed. College, Sikar   ",Rajasthan,Sikar
27832,"Shri Adinath Commerce Evening College, Alwar   ",Rajasthan,Alwar
27833,"Shri Agrasen Mahila TT College, Dausa   ",Rajasthan,Dausa
27834,"Shri Agrasen PG College, Dausa   ",Rajasthan,Dausa
27835,"Shri Agrasen PG College of Edu., Jaipur   ",Rajasthan,Jaipur
27836,"Shri Arjun Ram TT College, Sikar   ",Rajasthan,Sikar
27837,"Shri Babu Lal Co-education, Alwar   ",Rajasthan,Alwar
27838,"Shri Balaji College, Sikar   ",Rajasthan,Sikar
27839,"Shri Balaji PG Mahila College, Dausa   ",Rajasthan,Dausa
27840,"Shri Bal Vikas TT College, Bharatpur   ",Rajasthan,Bharatpur
27841,"Shri Bankey Bihari Kanhiya Lal Mahila TT College, Bharatpur   ",Rajasthan,Bharatpur
27842,"Shri Bankey Bihari Kanyalal Mahila College, Bharatpur   ",Rajasthan,Bharatpur
27843,Shri Bankey Bihari Mahav ,Rajasthan,Bharatpur
27844,Shri Bankey Bihari Mahav ,Rajasthan,Dhaulpur
27845,"Shri BBM Mahila PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27846,"Shri BBM Mahila Shikshak Prashikahan COllege, Jhunjhunun   ",Rajasthan,Jhunjhunun
27847,"Shri B.D. Todi PG College, Sikar   ",Rajasthan,Sikar
27848,Shri Bhagwan PG Mahav ,Rajasthan,Dhaulpur
27849,"Shri Bharti Shikshak Prashikshan Mahavi., Jaipur   ",Rajasthan,Jaipur
27850,"Shri Bhawani Niketan Law College, Jaipur   ",Rajasthan,Jaipur
27851,Shri Bhawani Niketan Mahila Mahav ,Rajasthan,Jaipur
27852,"Shri Bhawani Niketan P G Boys College, Jaipur   ",Rajasthan,Jaipur
27853,"Shri Bhawani Niketan TT College, Jaipur   ",Rajasthan,Jaipur
27854,"Shri BL Memorial Shikshak Prashikshan Mahavi., Jaipur   ",Rajasthan,Jaipur
27855,"Shri Brijendra Memorial Degree College, Bharatpur   ",Rajasthan,Bharatpur
27856,"Shri B R Sunda College, Jaipur   ",Rajasthan,Jaipur
27857,SHri Chamunda Devi Mahav ,Rajasthan,Bharatpur
27858,"Shri Chavo Veero Balika PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27859,"Shri Dharam Chand Gandhi Jain Govt. College, Alwar   ",Rajasthan,Alwar
27860,"Shri Ganeshi Lal Tiwari TT College, Dhaulpur   ",Rajasthan,Dhaulpur
27861,Shri Ganesh Mahav ,Rajasthan,Sikar
27862,"Shri G D Kishan College, Jhunjhunun   ",Rajasthan,Jhunjhunun
27863,"Shri Giriraj Girls College, Dausa   ",Rajasthan,Dausa
27864,"Shri Govind Shikshak Prashikshan Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27865,"Shri Jain TT College, Alwar   ",Rajasthan,Alwar
27866,Shri Jeevan PG Mahav ,Rajasthan,Sikar
27867,"Shri Kalyan Govt. P.G. College, Sikar   ",Rajasthan,Sikar
27868,"Shri Kalyan TT College, Jaipur   ",Rajasthan,Jaipur
27869,"Shri Kanhaiya Lal College of Teacher's Edu., Dhaulpur   ",Rajasthan,Dhaulpur
27870,"Shri Karni Kanya Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27871,"Shri Khandelwal Vaish P G Girls College, Jaipur   ",Rajasthan,Jaipur
27872,Shri Khandelwal Vaish P G Mahav ,Rajasthan,Jaipur
27873,"Shri Krishan Girls College, Alwar   ",Rajasthan,Alwar
27874,Shri Krishan Mahila Mahav ,Rajasthan,Jaipur
27875,"Shri Krishan PG College, Alwar   ",Rajasthan,Alwar
27876,"Shri Krishan Shikshan Sansthan B.Ed. College, Jaipur   ",Rajasthan,Jaipur
27877,"Shri Krishan TT College, Jaipur   ",Rajasthan,Jaipur
27878,"Shri Krishna Edu. Inst., Bharatpur   ",Rajasthan,Bharatpur
27879,"Shri Krishna Kanya Mahavi., Sikar   ",Rajasthan,Sikar
27880,"Shri Krishna Law College, Jaipur   ",Rajasthan,Jaipur
27881,"Shri Krishna Madhav Mahila Mahavi., Sikar   ",Rajasthan,Sikar
27882,"Shri Krishna Satsang Balika PG Mahavi., Sikar   ",Rajasthan,Sikar
27883,"Shri Krishna Shiksha Samiti Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27884,"Shri Lal Bahadur Shastri Mahila Mahavi., Sikar   ",Rajasthan,Sikar
27885,Shri Lal Bahadur Shatri Mahila Mahav ,Rajasthan,Jaipur
27886,"Shri LBS Kanya PG Mahavi., Sikar   ",Rajasthan,Sikar
27887,Shri Maa Mahila mahav ,Rajasthan,Alwar
27888,"Shri Madhukar Shyam PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27889,Shri Maharaja Vinayak Mahav ,Rajasthan,Jaipur
27890,Shri Mahatma Jyotiba Fule Mahila Mahav ,Rajasthan,Jaipur
27891,"Shri Mahaveer Shikshak Prashikshan Mahavi., Jaipur   ",Rajasthan,Jaipur
27892,Shri Mangal Maila Mahav ,Rajasthan,Jaipur
27893,"Shri Mansa Kanya PG Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27894,Shri Mastsya Mahav ,Rajasthan,Alwar
27895,"Shri Mastsya PG College, Alwar   ",Rajasthan,Alwar
27896,"Shri Matsya TT Edu. College, Alwar   ",Rajasthan,Alwar
27897,Shri Minesh Mahav ,Rajasthan,Jaipur
27898,Shri Narayan Mahav ,Rajasthan,Jaipur
27899,"Shri Narayan Singh TT College, Jaipur   ",Rajasthan,Jaipur
27900,"Shri Nathmal Todi B.Ed. College, Sikar   ",Rajasthan,Sikar
27901,"Shri Nawalgarh PG Mahila Mahavi., Jhunjhunun   ",Rajasthan,Jhunjhunun
27902,"Shri Omkarmal B.Ed. College, Alwar   ",Rajasthan,Alwar
